evidence_id,disease_id,cluster_id,drug_name,rank,tier,target,target_pathway,evidence_text,source_file,match_status,canonical_drug_id
imev_8c0144273fab3fe3,PDAC,imcluster_ea1b0c9372d83f8b,Temsirolimus,19,Tier 2,MTOR,PI3K/MTOR signaling,Cluster drivers: KRAS(61%); TP53(55%) | PDAC clinical/research evidence,PDAC_drug_linkage.csv,matched,cdrug_ec25ee06790a07e7
imev_101937a0ad6eb1c4,PDAC,imcluster_ea1b0c9372d83f8b,Camptothecin,22,Tier 2,TOP1,DNA replication,Cluster drivers: KRAS(61%); TP53(55%) | PDAC clinical/research evidence,PDAC_drug_linkage.csv,matched,cdrug_a286fdd293b9be53
imev_1e3dd2847ceadc2f,PDAC,imcluster_ea1b0c9372d83f8b,MK-1775,25,Tier 2,PLK1;WEE1,Cell cycle,Cluster drivers: KRAS(61%); TP53(55%) | PDAC clinical/research evidence,PDAC_drug_linkage.csv,matched,cdrug_a0f92608891f8025
imev_3e7b99bbcd716613,PDAC,imcluster_ea1b0c9372d83f8b,Dabrafenib,26,Tier 2,BRAF;LIMK1;NEK11;RAF1;SIK1,ERK MAPK signaling,Cluster drivers: KRAS(61%); TP53(55%) | PDAC clinical/research evidence,PDAC_drug_linkage.csv,matched,cdrug_a5becdc6d434f216
imev_0c7f6f1a6f2ce419,PDAC,imcluster_ea1b0c9372d83f8b,Dactolisib,27,Tier 2,MTOR;PIK3CG,PI3K/MTOR signaling,Cluster drivers: KRAS(61%); TP53(55%) | PDAC clinical/research evidence,PDAC_drug_linkage.csv,matched,cdrug_f45eb6a56f3dd23b
imev_0e5a1e6750d94f92,PDAC,imcluster_ea1b0c9372d83f8b,Bosutinib,29,Tier 2,ABL;ABL1;CAMK2G;FGR;HCK;LYN;MAP2K1;MAP2K2;MAP3K2;SLK;SRC;TEC,Other kinases,Cluster drivers: KRAS(61%); TP53(55%) | PDAC clinical/research evidence,PDAC_drug_linkage.csv,matched,cdrug_930e9d16bfde574a
imev_7607bc664a2a5195,PDAC,imcluster_ea1b0c9372d83f8b,Docetaxel,2,Tier 2,BCL2;NR1I2;TUBB1,Mitosis,Cluster drivers: KRAS(61%); TP53(55%) | PDAC clinical/research evidence | ADMET caution,PDAC_drug_linkage.csv,matched,cdrug_61a5e8e07ce664d1
imev_1c27faf184d024de,PDAC,imcluster_ea1b0c9372d83f8b,MG-132,3,Tier 3,CAPN1;PROTEASOME,Protein stability and degradation,Cluster drivers: KRAS(61%); TP53(55%),PDAC_drug_linkage.csv,matched,cdrug_371d0df931c65f11
imev_abdd97ec2afbec7e,PDAC,imcluster_ea1b0c9372d83f8b,Epirubicin,7,Tier 2,ANTHRACYCLINE;TOP2A;TOP2B,DNA replication,Cluster drivers: KRAS(61%); TP53(55%) | PDAC clinical/research evidence | ADMET caution,PDAC_drug_linkage.csv,matched,cdrug_34152dace9ff98c9
imev_51a9f7e2adc848f6,PDAC,imcluster_ea1b0c9372d83f8b,Mitoxantrone,8,Tier 2,TOP2;TOP2A;TOP2B,DNA replication,Cluster drivers: KRAS(61%); TP53(55%) | PDAC clinical/research evidence | ADMET caution,PDAC_drug_linkage.csv,matched,cdrug_3de95f54a079fa92
imev_091d625162b4e472,PDAC,imcluster_ea1b0c9372d83f8b,Lestaurtinib,9,Tier 3,FLT3;JAK2;NTRK1;NTRK2;NTRK3,Other kinases,Cluster drivers: KRAS(61%); TP53(55%),PDAC_drug_linkage.csv,matched,cdrug_5d6b2e1a477d01ae
imev_84fe336d6d45f3eb,PDAC,imcluster_ea1b0c9372d83f8b,OSI-027,10,Tier 3,MTOR,PI3K/MTOR signaling,Cluster drivers: KRAS(61%); TP53(55%),PDAC_drug_linkage.csv,matched,cdrug_b322f758af23765d
imev_2e10430d428da9a0,PDAC,imcluster_ea1b0c9372d83f8b,Bortezomib,11,Tier 2,PROTEASOME;PRSS1;PSMB1;PSMB5,Protein stability and degradation,Cluster drivers: KRAS(61%); TP53(55%) | PDAC clinical/research evidence | ADMET caution,PDAC_drug_linkage.csv,matched,cdrug_5b0d446d35d3790d
imev_fc7dabdee47e9130,PDAC,imcluster_ea1b0c9372d83f8b,BI-2536,12,Tier 3,PLK1;PLK2;PLK3,Cell cycle,Cluster drivers: KRAS(61%); TP53(55%),PDAC_drug_linkage.csv,matched,cdrug_5e43b24a58c005d7
imev_7adc3af3435c4cc8,PDAC,imcluster_ea1b0c9372d83f8b,BMS-345541,14,Tier 3,IKK-1;IKK-2,Other,Cluster drivers: KRAS(61%); TP53(55%),PDAC_drug_linkage.csv,matched,cdrug_1f309e1d1aaae0f9
imev_b3def510d078ee83,PDAC,imcluster_ea1b0c9372d83f8b,AZD5438,18,Tier 3,CDK2,Cell cycle,Cluster drivers: KRAS(61%); TP53(55%),PDAC_drug_linkage.csv,matched,cdrug_19bfedb68dfcc6d9
imev_e71878cc46634daa,PDAC,imcluster_ea1b0c9372d83f8b,AZD8055,20,Tier 3,MTOR,PI3K/MTOR signaling,Cluster drivers: KRAS(61%); TP53(55%),PDAC_drug_linkage.csv,matched,cdrug_258a26e1e68187f5
imev_c10f8482bf0fe7fd,PDAC,imcluster_ea1b0c9372d83f8b,Cytarabine,23,Tier 3,ANTIMETABOLITE;POLB,Other,Cluster drivers: KRAS(61%); TP53(55%),PDAC_drug_linkage.csv,matched,cdrug_665990480f4d2502
imev_530a57e5716da8d8,PDAC,imcluster_ea1b0c9372d83f8b,BMS-536924,24,Tier 3,IGF1R;IR,IGF1R signaling,Cluster drivers: KRAS(61%); TP53(55%),PDAC_drug_linkage.csv,matched,cdrug_209ac767f05cbe80
imev_68d93c2634e6b3c7,PDAC,imcluster_ea1b0c9372d83f8b,5-azacytidine,28,Tier 3,,Other,Cluster drivers: KRAS(61%); TP53(55%),PDAC_drug_linkage.csv,matched,cdrug_67fc3a0622149415
imev_1427fee2bf4d0464,PDAC,imcluster_ea1b0c9372d83f8b,Pictilisib,30,Tier 3,PIK3CG,PI3K/MTOR signaling,Cluster drivers: KRAS(61%); TP53(55%),PDAC_drug_linkage.csv,matched,cdrug_8edbdc9c5d4a7174
imev_976eb8431428b65f,PDAC,imcluster_ea1b0c9372d83f8b,Dactinomycin,1,Tier 3,TOP1;TOP2A,Other,Cluster drivers: KRAS(61%); TP53(55%) | ADMET caution,PDAC_drug_linkage.csv,matched,cdrug_7e79edcdee91cafc
imev_ab4d9a599181e69f,PDAC,imcluster_ea1b0c9372d83f8b,Teniposide,6,Tier 4,TOP2A;TOP2B,DNA replication,Cluster drivers: KRAS(61%); TP53(55%) | ADMET caution,PDAC_drug_linkage.csv,matched,cdrug_edd483796693a02f
imev_2be434da18f3573c,PDAC,imcluster_6f021bb02f82e334,Paclitaxel,21,Tier 1,BCL2;NR1I2;TUBB1,Mitosis,Cluster drivers: KRAS(80%); TP53(80%); SMAD4(30%) | current PDAC therapy benchmark,PDAC_drug_linkage.csv,matched,cdrug_20b83add6b9c4f21
imev_fd9e11d1fe4f62fe,PDAC,imcluster_6f021bb02f82e334,Topotecan,4,Tier 2,TOP1;TOP1MT,DNA replication,Cluster drivers: KRAS(80%); TP53(80%); SMAD4(30%) | PDAC clinical/research evidence,PDAC_drug_linkage.csv,matched,cdrug_c40413853cfa1088
imev_98ce5b893d3525cf,PDAC,imcluster_6f021bb02f82e334,Vinblastine,5,Tier 2,JUN;TUBA1A;TUBB;TUBB2A;TUBD1;TUBE1;TUBG1,Mitosis,Cluster drivers: KRAS(80%); TP53(80%); SMAD4(30%) | PDAC clinical/research evidence,PDAC_drug_linkage.csv,matched,cdrug_f8909ca4d8abdc96
imev_adf0183fdb1bf07a,PDAC,imcluster_6f021bb02f82e334,Vinorelbine,13,Tier 2,BCL2;MAP4;MAPK1;TUBB,Mitosis,Cluster drivers: KRAS(80%); TP53(80%); SMAD4(30%) | PDAC clinical/research evidence,PDAC_drug_linkage.csv,matched,cdrug_b927e4cdcac90f13
imev_0c2adec84b690c0b,PDAC,imcluster_6f021bb02f82e334,Staurosporine,15,Tier 2,CDK2;CHRM1;CSK;GSK3B;IKBKB;ITK;LCK;MAPKAPK2;PDPK1;PIK3CG;PIM1;PRKCA;PRKCQ;SYK;ZAP70,RTK signaling,Cluster drivers: KRAS(80%); TP53(80%); SMAD4(30%) | PDAC clinical/research evidence,PDAC_drug_linkage.csv,matched,cdrug_66e7da8131e061dc
imev_28aa42ba45419210,PDAC,imcluster_6f021bb02f82e334,Selumetinib,16,Tier 2,MAP2K1;MAP2K2,ERK MAPK signaling,Cluster drivers: KRAS(80%); TP53(80%); SMAD4(30%) | PDAC clinical/research evidence,PDAC_drug_linkage.csv,matched,cdrug_a7bbf7d59d42b1d0
imev_97280061a1b978fb,PDAC,imcluster_6f021bb02f82e334,SN-38,17,Tier 2,TOP1,DNA replication,Cluster drivers: KRAS(80%); TP53(80%); SMAD4(30%) | PDAC clinical/research evidence,PDAC_drug_linkage.csv,matched,cdrug_d82e10aee750f670
imev_6304ba9077505ff2,PDAC,imcluster_6f021bb02f82e334,Temsirolimus,19,Tier 2,MTOR,PI3K/MTOR signaling,Cluster drivers: KRAS(80%); TP53(80%); SMAD4(30%) | PDAC clinical/research evidence,PDAC_drug_linkage.csv,matched,cdrug_ec25ee06790a07e7
imev_693d55118d484190,PDAC,imcluster_6f021bb02f82e334,Camptothecin,22,Tier 2,TOP1,DNA replication,Cluster drivers: KRAS(80%); TP53(80%); SMAD4(30%) | PDAC clinical/research evidence,PDAC_drug_linkage.csv,matched,cdrug_a286fdd293b9be53
imev_6cca6827ce438f03,PDAC,imcluster_6f021bb02f82e334,MK-1775,25,Tier 2,PLK1;WEE1,Cell cycle,Cluster drivers: KRAS(80%); TP53(80%); SMAD4(30%) | PDAC clinical/research evidence,PDAC_drug_linkage.csv,matched,cdrug_a0f92608891f8025
imev_7638cee30df4b136,PDAC,imcluster_6f021bb02f82e334,Dabrafenib,26,Tier 2,BRAF;LIMK1;NEK11;RAF1;SIK1,ERK MAPK signaling,Cluster drivers: KRAS(80%); TP53(80%); SMAD4(30%) | PDAC clinical/research evidence,PDAC_drug_linkage.csv,matched,cdrug_a5becdc6d434f216
imev_fc6b0213d55d4c0d,PDAC,imcluster_6f021bb02f82e334,Dactolisib,27,Tier 2,MTOR;PIK3CG,PI3K/MTOR signaling,Cluster drivers: KRAS(80%); TP53(80%); SMAD4(30%) | PDAC clinical/research evidence,PDAC_drug_linkage.csv,matched,cdrug_f45eb6a56f3dd23b
imev_a77917f940fe3388,PDAC,imcluster_6f021bb02f82e334,Bosutinib,29,Tier 2,ABL;ABL1;CAMK2G;FGR;HCK;LYN;MAP2K1;MAP2K2;MAP3K2;SLK;SRC;TEC,Other kinases,Cluster drivers: KRAS(80%); TP53(80%); SMAD4(30%) | PDAC clinical/research evidence,PDAC_drug_linkage.csv,matched,cdrug_930e9d16bfde574a
imev_81f21cc36f748599,PDAC,imcluster_6f021bb02f82e334,Docetaxel,2,Tier 2,BCL2;NR1I2;TUBB1,Mitosis,Cluster drivers: KRAS(80%); TP53(80%); SMAD4(30%) | PDAC clinical/research evidence | ADMET caution,PDAC_drug_linkage.csv,matched,cdrug_61a5e8e07ce664d1
imev_13d978a59fb07ba1,PDAC,imcluster_6f021bb02f82e334,MG-132,3,Tier 3,CAPN1;PROTEASOME,Protein stability and degradation,Cluster drivers: KRAS(80%); TP53(80%); SMAD4(30%),PDAC_drug_linkage.csv,matched,cdrug_371d0df931c65f11
imev_75ef9b98979ae2c7,PDAC,imcluster_6f021bb02f82e334,Epirubicin,7,Tier 2,ANTHRACYCLINE;TOP2A;TOP2B,DNA replication,Cluster drivers: KRAS(80%); TP53(80%); SMAD4(30%) | PDAC clinical/research evidence | ADMET caution,PDAC_drug_linkage.csv,matched,cdrug_34152dace9ff98c9
imev_abf5230138195103,PDAC,imcluster_6f021bb02f82e334,Mitoxantrone,8,Tier 2,TOP2;TOP2A;TOP2B,DNA replication,Cluster drivers: KRAS(80%); TP53(80%); SMAD4(30%) | PDAC clinical/research evidence | ADMET caution,PDAC_drug_linkage.csv,matched,cdrug_3de95f54a079fa92
imev_330ba604834ce5ce,PDAC,imcluster_6f021bb02f82e334,Lestaurtinib,9,Tier 3,FLT3;JAK2;NTRK1;NTRK2;NTRK3,Other kinases,Cluster drivers: KRAS(80%); TP53(80%); SMAD4(30%),PDAC_drug_linkage.csv,matched,cdrug_5d6b2e1a477d01ae
imev_ead65d2a397e5207,PDAC,imcluster_6f021bb02f82e334,OSI-027,10,Tier 3,MTOR,PI3K/MTOR signaling,Cluster drivers: KRAS(80%); TP53(80%); SMAD4(30%),PDAC_drug_linkage.csv,matched,cdrug_b322f758af23765d
imev_b549dd841d0578e8,PDAC,imcluster_6f021bb02f82e334,Bortezomib,11,Tier 2,PROTEASOME;PRSS1;PSMB1;PSMB5,Protein stability and degradation,Cluster drivers: KRAS(80%); TP53(80%); SMAD4(30%) | PDAC clinical/research evidence | ADMET caution,PDAC_drug_linkage.csv,matched,cdrug_5b0d446d35d3790d
imev_0662859b5c54d63e,PDAC,imcluster_6f021bb02f82e334,BI-2536,12,Tier 3,PLK1;PLK2;PLK3,Cell cycle,Cluster drivers: KRAS(80%); TP53(80%); SMAD4(30%),PDAC_drug_linkage.csv,matched,cdrug_5e43b24a58c005d7
imev_d2c76e91891fd107,PDAC,imcluster_6f021bb02f82e334,BMS-345541,14,Tier 3,IKK-1;IKK-2,Other,Cluster drivers: KRAS(80%); TP53(80%); SMAD4(30%),PDAC_drug_linkage.csv,matched,cdrug_1f309e1d1aaae0f9
imev_925dfa4b57e76be8,PDAC,imcluster_6f021bb02f82e334,AZD5438,18,Tier 3,CDK2,Cell cycle,Cluster drivers: KRAS(80%); TP53(80%); SMAD4(30%),PDAC_drug_linkage.csv,matched,cdrug_19bfedb68dfcc6d9
imev_d08926ace201c282,PDAC,imcluster_6f021bb02f82e334,AZD8055,20,Tier 3,MTOR,PI3K/MTOR signaling,Cluster drivers: KRAS(80%); TP53(80%); SMAD4(30%),PDAC_drug_linkage.csv,matched,cdrug_258a26e1e68187f5
imev_ccefbd0cb622f27e,PDAC,imcluster_6f021bb02f82e334,Cytarabine,23,Tier 3,ANTIMETABOLITE;POLB,Other,Cluster drivers: KRAS(80%); TP53(80%); SMAD4(30%),PDAC_drug_linkage.csv,matched,cdrug_665990480f4d2502
imev_8bac0cc073204226,PDAC,imcluster_6f021bb02f82e334,BMS-536924,24,Tier 3,IGF1R;IR,IGF1R signaling,Cluster drivers: KRAS(80%); TP53(80%); SMAD4(30%),PDAC_drug_linkage.csv,matched,cdrug_209ac767f05cbe80
imev_713c14972360a556,PDAC,imcluster_6f021bb02f82e334,5-azacytidine,28,Tier 3,,Other,Cluster drivers: KRAS(80%); TP53(80%); SMAD4(30%),PDAC_drug_linkage.csv,matched,cdrug_67fc3a0622149415
imev_9154287ba0a5f758,PDAC,imcluster_6f021bb02f82e334,Pictilisib,30,Tier 3,PIK3CG,PI3K/MTOR signaling,Cluster drivers: KRAS(80%); TP53(80%); SMAD4(30%),PDAC_drug_linkage.csv,matched,cdrug_8edbdc9c5d4a7174
imev_df2577b3a92f0012,PDAC,imcluster_6f021bb02f82e334,Dactinomycin,1,Tier 3,TOP1;TOP2A,Other,Cluster drivers: KRAS(80%); TP53(80%); SMAD4(30%) | ADMET caution,PDAC_drug_linkage.csv,matched,cdrug_7e79edcdee91cafc
imev_2101d77d0c3e6f58,PDAC,imcluster_6f021bb02f82e334,Teniposide,6,Tier 4,TOP2A;TOP2B,DNA replication,Cluster drivers: KRAS(80%); TP53(80%); SMAD4(30%) | ADMET caution,PDAC_drug_linkage.csv,matched,cdrug_edd483796693a02f
imev_f75198b4df20bab3,Psoriasis,imcluster_840ab0c63832388c,RUXOLITINIB,1,Tier 2,,,Cluster 0 is an image-defined psoriasis morphology group; candidate prioritized through baseline psoriasis pipeline.,Psoriasis_drug_linkage.csv,matched,cdrug_6c95cca9e9b8fc23
imev_37915b6ff33c0160,Psoriasis,imcluster_840ab0c63832388c,PICLAMILAST,2,Tier 2,,,Cluster 0 is an image-defined psoriasis morphology group; candidate prioritized through baseline psoriasis pipeline.,Psoriasis_drug_linkage.csv,matched,cdrug_9373a673e47eb859
imev_4c3cb2a91f5b0567,Psoriasis,imcluster_840ab0c63832388c,STAUROSPORINE,3,Tier 3,,,Cluster 0 is an image-defined psoriasis morphology group; candidate prioritized through baseline psoriasis pipeline.,Psoriasis_drug_linkage.csv,matched,cdrug_66e7da8131e061dc
imev_70e52d27d550c788,Psoriasis,imcluster_840ab0c63832388c,ABIVERTINIB,4,Tier 2,JAK1,,Cluster 0 is an image-defined psoriasis morphology group; candidate prioritized through baseline psoriasis pipeline and JAK1 axis.,Psoriasis_drug_linkage.csv,matched,cdrug_ada9a241625f20a0
imev_d46b9835f7895806,Psoriasis,imcluster_840ab0c63832388c,ROFLUMILAST,5,Tier 1,,,Cluster 0 is an image-defined psoriasis morphology group; candidate prioritized through baseline psoriasis pipeline.,Psoriasis_drug_linkage.csv,matched,cdrug_c3144dbb448019d0
imev_a1cc75828ad6fce7,Psoriasis,imcluster_840ab0c63832388c,BMS-986202,6,Tier 3,,,Cluster 0 is an image-defined psoriasis morphology group; candidate prioritized through baseline psoriasis pipeline.,Psoriasis_drug_linkage.csv,matched,cdrug_1b002a0118c221e9
imev_07416c11ec2f4fbf,Psoriasis,imcluster_840ab0c63832388c,AZD-1480,7,Tier 2,JAK2,,Cluster 0 is an image-defined psoriasis morphology group; candidate prioritized through baseline psoriasis pipeline and JAK2 axis.,Psoriasis_drug_linkage.csv,matched,cdrug_f80a574bcccb0323
imev_3cc5e1adb8c09328,Psoriasis,imcluster_840ab0c63832388c,DEUCRAVACITINIB,8,Tier 1,JAK2,,Cluster 0 is an image-defined psoriasis morphology group; candidate prioritized through baseline psoriasis pipeline and JAK2 axis.,Psoriasis_drug_linkage.csv,matched,cdrug_9d0dd68c5d51cf92
imev_41c672771f45091f,Psoriasis,imcluster_840ab0c63832388c,TOFACITINIB,9,Tier 2,,,Cluster 0 is an image-defined psoriasis morphology group; candidate prioritized through baseline psoriasis pipeline.,Psoriasis_drug_linkage.csv,matched,cdrug_5a6ce189f111e47c
imev_a6f28a7d996cc4e0,Psoriasis,imcluster_840ab0c63832388c,NS-018,10,Tier 2,,,Cluster 0 is an image-defined psoriasis morphology group; candidate prioritized through baseline psoriasis pipeline.,Psoriasis_drug_linkage.csv,matched,cdrug_4a29d26f8861fbe6
imev_344d23a7b4e6f8a2,Psoriasis,imcluster_840ab0c63832388c,RITLECITINIB,11,Tier 2,JAK1,,Cluster 0 is an image-defined psoriasis morphology group; candidate prioritized through baseline psoriasis pipeline and JAK1 axis.,Psoriasis_drug_linkage.csv,matched,cdrug_b5ca35ac2b9b34ae
imev_5e10492886d7325a,Psoriasis,imcluster_840ab0c63832388c,UK-500001,12,Tier 3,,,Cluster 0 is an image-defined psoriasis morphology group; candidate prioritized through baseline psoriasis pipeline.,Psoriasis_drug_linkage.csv,matched,cdrug_68e82574589d0333
imev_9608cc294cbda497,Psoriasis,imcluster_840ab0c63832388c,ATINVICITINIB,13,Tier 2,JAK3,,Cluster 0 is an image-defined psoriasis morphology group; candidate prioritized through baseline psoriasis pipeline and JAK3 axis.,Psoriasis_drug_linkage.csv,matched,cdrug_0abcecf22edf1da7
imev_1fd0ca30c6d98fec,Psoriasis,imcluster_840ab0c63832388c,CERDULATINIB,14,Tier 3,,,Cluster 0 is an image-defined psoriasis morphology group; candidate prioritized through baseline psoriasis pipeline.,Psoriasis_drug_linkage.csv,matched,cdrug_7d39d8c9b73946a3
imev_dd0e4e699c4e756b,Psoriasis,imcluster_840ab0c63832388c,LONDAMOCITINIB,15,Tier 2,JAK2,,Cluster 0 is an image-defined psoriasis morphology group; candidate prioritized through baseline psoriasis pipeline and JAK2 axis.,Psoriasis_drug_linkage.csv,matched,cdrug_f58fdfe1697da1c9
imev_fe36d5e2410bd9d5,Psoriasis,imcluster_840ab0c63832388c,IBERDOMIDE,16,Tier 3,,,Cluster 0 is an image-defined psoriasis morphology group; candidate prioritized through baseline psoriasis pipeline.,Psoriasis_drug_linkage.csv,matched,cdrug_e31f8ab133e9cdba
imev_4605f538c1970622,Psoriasis,imcluster_840ab0c63832388c,BARICITINIB,17,Tier 2,,,Cluster 0 is an image-defined psoriasis morphology group; candidate prioritized through baseline psoriasis pipeline.,Psoriasis_drug_linkage.csv,matched,cdrug_48c33381342f928d
imev_761efb6e29a166b0,Psoriasis,imcluster_840ab0c63832388c,PEFICITINIB,18,Tier 3,,,Cluster 0 is an image-defined psoriasis morphology group; candidate prioritized through baseline psoriasis pipeline.,Psoriasis_drug_linkage.csv,matched,cdrug_86683458b87a205d
imev_78c2c0ee013a388a,Psoriasis,imcluster_840ab0c63832388c,FEDRATINIB,19,Tier 2,JAK3,,Cluster 0 is an image-defined psoriasis morphology group; candidate prioritized through baseline psoriasis pipeline and JAK3 axis.,Psoriasis_drug_linkage.csv,matched,cdrug_575c6385c524f680
imev_13a796958e41071f,Psoriasis,imcluster_840ab0c63832388c,UPADACITINIB,20,Tier 2,TYK2,,Cluster 0 is an image-defined psoriasis morphology group; candidate prioritized through baseline psoriasis pipeline and TYK2 axis.,Psoriasis_drug_linkage.csv,matched,cdrug_5327ddd6a8dfd4ff
imev_c71a7b376a4ca7d7,Psoriasis,imcluster_840ab0c63832388c,LESTAURTINIB,21,Tier 3,,,Cluster 0 is an image-defined psoriasis morphology group; candidate prioritized through baseline psoriasis pipeline.,Psoriasis_drug_linkage.csv,matched,cdrug_5d6b2e1a477d01ae
imev_1f55090039a2eaf3,Psoriasis,imcluster_840ab0c63832388c,JNJ-7706621,22,Tier 2,JAK2,,Cluster 0 is an image-defined psoriasis morphology group; candidate prioritized through baseline psoriasis pipeline and JAK2 axis.,Psoriasis_drug_linkage.csv,evidence_only,cdrug_93ce5173efc14556
imev_12c784737bb70df5,Psoriasis,imcluster_840ab0c63832388c,PACRITINIB,23,Tier 2,JAK1,,Cluster 0 is an image-defined psoriasis morphology group; candidate prioritized through baseline psoriasis pipeline and JAK1 axis.,Psoriasis_drug_linkage.csv,matched,cdrug_53c80a3c0d50123d
imev_1c09804f6b9216d3,Psoriasis,imcluster_840ab0c63832388c,AT-9283,24,Tier 3,,,Cluster 0 is an image-defined psoriasis morphology group; candidate prioritized through baseline psoriasis pipeline.,Psoriasis_drug_linkage.csv,matched,cdrug_fd8b3b58802cb6f2
imev_a37a91dcffbe8ea9,Psoriasis,imcluster_840ab0c63832388c,REPOTRECTINIB,25,Tier 3,,,Cluster 0 is an image-defined psoriasis morphology group; candidate prioritized through baseline psoriasis pipeline.,Psoriasis_drug_linkage.csv,matched,cdrug_941e9bd7e38f28d8
imev_fba5bb112acce41d,Psoriasis,imcluster_840ab0c63832388c,BMS-911543,26,Tier 3,,,Cluster 0 is an image-defined psoriasis morphology group; candidate prioritized through baseline psoriasis pipeline.,Psoriasis_drug_linkage.csv,matched,cdrug_fe58aa8064b2e87b
imev_9603cb50c2ba8163,Psoriasis,imcluster_840ab0c63832388c,DECERNOTINIB,27,Tier 2,TYK2,,Cluster 0 is an image-defined psoriasis morphology group; candidate prioritized through baseline psoriasis pipeline and TYK2 axis.,Psoriasis_drug_linkage.csv,matched,cdrug_f118c0b3ad3f6604
imev_262afd768d8d0ce4,Psoriasis,imcluster_840ab0c63832388c,CDP840,28,Tier 3,,,Cluster 0 is an image-defined psoriasis morphology group; candidate prioritized through baseline psoriasis pipeline.,Psoriasis_drug_linkage.csv,matched,cdrug_89d09223375c0b66
imev_97f140fd3dcd6747,Psoriasis,imcluster_840ab0c63832388c,MOMELOTINIB,29,Tier 3,,,Cluster 0 is an image-defined psoriasis morphology group; candidate prioritized through baseline psoriasis pipeline.,Psoriasis_drug_linkage.csv,matched,cdrug_bfd53d5593322ba1
imev_c7ded020e3426545,Psoriasis,imcluster_840ab0c63832388c,TOFACITINIB CITRATE,30,Tier 2,,,Cluster 0 is an image-defined psoriasis morphology group; candidate prioritized through baseline psoriasis pipeline.,Psoriasis_drug_linkage.csv,matched,cdrug_5a6ce189f111e47c
imev_1ba7a99bcec5f613,Psoriasis,imcluster_d7ef8b159f54dbab,RUXOLITINIB,1,Tier 2,,,Cluster 1 is an image-defined psoriasis morphology group; candidate prioritized through baseline psoriasis pipeline.,Psoriasis_drug_linkage.csv,matched,cdrug_6c95cca9e9b8fc23
imev_8b7a54dc4912931b,Psoriasis,imcluster_d7ef8b159f54dbab,PICLAMILAST,2,Tier 2,,,Cluster 1 is an image-defined psoriasis morphology group; candidate prioritized through baseline psoriasis pipeline.,Psoriasis_drug_linkage.csv,matched,cdrug_9373a673e47eb859
imev_51f4c5e5269af5a1,Psoriasis,imcluster_d7ef8b159f54dbab,STAUROSPORINE,3,Tier 3,,,Cluster 1 is an image-defined psoriasis morphology group; candidate prioritized through baseline psoriasis pipeline.,Psoriasis_drug_linkage.csv,matched,cdrug_66e7da8131e061dc
imev_e0c755b88d2f23d1,Psoriasis,imcluster_d7ef8b159f54dbab,ABIVERTINIB,4,Tier 2,JAK1,,Cluster 1 is an image-defined psoriasis morphology group; candidate prioritized through baseline psoriasis pipeline and JAK1 axis.,Psoriasis_drug_linkage.csv,matched,cdrug_ada9a241625f20a0
imev_cff9c2cf4168c6e8,Psoriasis,imcluster_d7ef8b159f54dbab,ROFLUMILAST,5,Tier 1,,,Cluster 1 is an image-defined psoriasis morphology group; candidate prioritized through baseline psoriasis pipeline.,Psoriasis_drug_linkage.csv,matched,cdrug_c3144dbb448019d0
imev_2a97d537e8f5a508,Psoriasis,imcluster_d7ef8b159f54dbab,BMS-986202,6,Tier 3,,,Cluster 1 is an image-defined psoriasis morphology group; candidate prioritized through baseline psoriasis pipeline.,Psoriasis_drug_linkage.csv,matched,cdrug_1b002a0118c221e9
imev_e1e7b2ee6061ac17,Psoriasis,imcluster_d7ef8b159f54dbab,AZD-1480,7,Tier 2,JAK2,,Cluster 1 is an image-defined psoriasis morphology group; candidate prioritized through baseline psoriasis pipeline and JAK2 axis.,Psoriasis_drug_linkage.csv,matched,cdrug_f80a574bcccb0323
imev_37bcc8e2c7906b1c,Psoriasis,imcluster_d7ef8b159f54dbab,DEUCRAVACITINIB,8,Tier 1,JAK2,,Cluster 1 is an image-defined psoriasis morphology group; candidate prioritized through baseline psoriasis pipeline and JAK2 axis.,Psoriasis_drug_linkage.csv,matched,cdrug_9d0dd68c5d51cf92
imev_1a43bb4bd8d83e89,Psoriasis,imcluster_d7ef8b159f54dbab,TOFACITINIB,9,Tier 2,,,Cluster 1 is an image-defined psoriasis morphology group; candidate prioritized through baseline psoriasis pipeline.,Psoriasis_drug_linkage.csv,matched,cdrug_5a6ce189f111e47c
imev_a27115cca3d8078e,Psoriasis,imcluster_d7ef8b159f54dbab,NS-018,10,Tier 2,,,Cluster 1 is an image-defined psoriasis morphology group; candidate prioritized through baseline psoriasis pipeline.,Psoriasis_drug_linkage.csv,matched,cdrug_4a29d26f8861fbe6
imev_d4492d1275a40544,Psoriasis,imcluster_d7ef8b159f54dbab,RITLECITINIB,11,Tier 2,JAK1,,Cluster 1 is an image-defined psoriasis morphology group; candidate prioritized through baseline psoriasis pipeline and JAK1 axis.,Psoriasis_drug_linkage.csv,matched,cdrug_b5ca35ac2b9b34ae
imev_778ce0cdfeb45819,Psoriasis,imcluster_d7ef8b159f54dbab,UK-500001,12,Tier 3,,,Cluster 1 is an image-defined psoriasis morphology group; candidate prioritized through baseline psoriasis pipeline.,Psoriasis_drug_linkage.csv,matched,cdrug_68e82574589d0333
